Company,Location,Job_Title,Experience_Level,Skills_Required,CTC(LPA),Hiring_Type,Source,Post_Date,Apply_Link
TCS,Chennai,Data Analyst,2-5 yrs,"Java, Spring Boot",6.2,Full-time,Naukri,2025-09-20,https://www.example.com/apply/tcs/Data-Analyst
IBM,Ahmedabad,Business Analyst,0-2 yrs,"ETL, Data Warehousing",2.8,Contract,Naukri,2025-09-25,https://www.example.com/apply/ibm/Business-Analyst
TCS,Mumbai,Software Engineer,Fresher,"Excel, Tableau, SQL",7.2,Full-time,LinkedIn,2025-09-22,https://www.example.com/apply/tcs/Software-Engineer
TCS,Noida,Process Associate,Fresher,"JavaScript, React, Node.js",4.8,Full-time,Naukri,2025-09-27,https://www.example.com/apply/tcs/Process-Associate
HCL,Jaipur,Software Engineer,5-10 yrs,"Java, Spring Boot",2.9,Internship,Indeed,2025-10-13,https://www.example.com/apply/hcl/Software-Engineer
Accenture,Hyderabad,Software Engineer,0-2 yrs,"Java, Spring Boot",5.8,Full-time,Indeed,2025-09-29,https://www.example.com/apply/accenture/Software-Engineer
TCS,Hyderabad,Support Executive,Fresher,"Customer Support, Voice Process",11.7,Internship,Indeed,2025-09-05,https://www.example.com/apply/tcs/Support-Executive
Wipro,Bengaluru,Test Engineer,5-10 yrs,"AWS, Azure, DevOps",15.8,Full-time,Glassdoor,2025-10-07,https://www.example.com/apply/wipro/Test-Engineer
TCS,Pune,Technical Support,2-5 yrs,"ETL, Data Warehousing",12.8,Internship,Glassdoor,2025-09-07,https://www.example.com/apply/tcs/Technical-Support
TCS,Hyderabad,Technical Support,5-10 yrs,"JavaScript, React, Node.js",12.8,Internship,Glassdoor,2025-10-02,https://www.example.com/apply/tcs/Technical-Support
Infosys,Hyderabad,System Analyst,5-10 yrs,"JavaScript, React, Node.js",18.0,Full-time,Naukri,2025-10-07,https://www.example.com/apply/infosys/System-Analyst
IBM,Kolkata,Data Analyst,0-2 yrs,"Excel, Tableau, SQL",5.2,Internship,Naukri,2025-10-07,https://www.example.com/apply/ibm/Data-Analyst
Wipro,Noida,Software Engineer,Fresher,"AI/ML, Deep Learning",12.5,Contract,Indeed,2025-10-13,https://www.example.com/apply/wipro/Software-Engineer
TCS,Noida,Process Associate,2-5 yrs,"Java, Spring Boot",15.5,Full-time,Naukri,2025-09-05,https://www.example.com/apply/tcs/Process-Associate
Tech Mahindra,Pune,Process Associate,2-5 yrs,"AWS, Azure, DevOps",8.3,Internship,Naukri,2025-10-20,https://www.example.com/apply/tech mahindra/Process-Associate
Cognizant,Noida,System Analyst,Fresher,"Python, SQL, Power BI",7.9,Contract,Naukri,2025-10-09,https://www.example.com/apply/cognizant/System-Analyst
Tech Mahindra,Kolkata,Data Analyst,5-10 yrs,"Customer Support, Voice Process",9.2,Full-time,Glassdoor,2025-10-12,https://www.example.com/apply/tech mahindra/Data-Analyst
Wipro,Chennai,Business Analyst,0-2 yrs,"AI/ML, Deep Learning",16.8,Full-time,Naukri,2025-10-18,https://www.example.com/apply/wipro/Business-Analyst
Infosys,Kolkata,Business Analyst,2-5 yrs,"Customer Support, Voice Process",7.8,Full-time,Naukri,2025-09-03,https://www.example.com/apply/infosys/Business-Analyst
Infosys,Kolkata,Software Engineer,0-2 yrs,"AI/ML, Deep Learning",13.0,Contract,Indeed,2025-09-01,https://www.example.com/apply/infosys/Software-Engineer
Infosys,Chennai,Data Analyst,2-5 yrs,"Linux, Networking, Troubleshooting",19.7,Full-time,Naukri,2025-10-17,https://www.example.com/apply/infosys/Data-Analyst
Tech Mahindra,Bengaluru,Support Executive,2-5 yrs,"AI/ML, Deep Learning",9.0,Internship,Naukri,2025-10-13,https://www.example.com/apply/tech mahindra/Support-Executive
Infosys,Ahmedabad,Cloud Engineer,0-2 yrs,"Excel, Tableau, SQL",7.2,Internship,LinkedIn,2025-09-25,https://www.example.com/apply/infosys/Cloud-Engineer
Cognizant,Ahmedabad,Test Engineer,Fresher,"Java, Spring Boot",15.1,Internship,Indeed,2025-09-16,https://www.example.com/apply/cognizant/Test-Engineer
Infosys,Pune,Support Executive,Fresher,"Customer Support, Voice Process",12.0,Internship,Naukri,2025-09-05,https://www.example.com/apply/infosys/Support-Executive
Infosys,Noida,Software Engineer,2-5 yrs,"ETL, Data Warehousing",8.3,Contract,Glassdoor,2025-10-13,https://www.example.com/apply/infosys/Software-Engineer
Capgemini,Jaipur,Process Associate,Fresher,"AWS, Azure, DevOps",6.6,Internship,Naukri,2025-10-07,https://www.example.com/apply/capgemini/Process-Associate
LTIMindtree,Hyderabad,Test Engineer,Fresher,"ETL, Data Warehousing",17.4,Internship,Glassdoor,2025-09-27,https://www.example.com/apply/ltimindtree/Test-Engineer
Infosys,Jaipur,Support Executive,Fresher,"Linux, Networking, Troubleshooting",9.1,Internship,Indeed,2025-10-17,https://www.example.com/apply/infosys/Support-Executive
Wipro,Jaipur,Test Engineer,0-2 yrs,"AWS, Azure, DevOps",9.1,Internship,Indeed,2025-10-07,https://www.example.com/apply/wipro/Test-Engineer
Cognizant,Gurugram,Software Engineer,5-10 yrs,"AWS, Azure, DevOps",19.8,Contract,Naukri,2025-10-12,https://www.example.com/apply/cognizant/Software-Engineer
IBM,Jaipur,Cloud Engineer,Fresher,"Excel, Tableau, SQL",8.9,Full-time,Naukri,2025-09-27,https://www.example.com/apply/ibm/Cloud-Engineer
IBM,Jaipur,Business Analyst,0-2 yrs,"Linux, Networking, Troubleshooting",3.9,Internship,Indeed,2025-09-11,https://www.example.com/apply/ibm/Business-Analyst
Accenture,Gurugram,Software Engineer,5-10 yrs,"Customer Support, Voice Process",8.6,Full-time,Glassdoor,2025-09-18,https://www.example.com/apply/accenture/Software-Engineer
LTIMindtree,Gurugram,Test Engineer,0-2 yrs,"Linux, Networking, Troubleshooting",11.3,Internship,Indeed,2025-09-21,https://www.example.com/apply/ltimindtree/Test-Engineer
Cognizant,Gurugram,Software Engineer,2-5 yrs,"AWS, Azure, DevOps",14.1,Contract,LinkedIn,2025-09-09,https://www.example.com/apply/cognizant/Software-Engineer
Infosys,Mumbai,Support Executive,Fresher,Automation Testing,12.8,Internship,Glassdoor,2025-10-02,https://www.example.com/apply/infosys/Support-Executive
Tech Mahindra,Mumbai,Business Analyst,Fresher,Automation Testing,15.0,Internship,Indeed,2025-09-28,https://www.example.com/apply/tech mahindra/Business-Analyst
IBM,Kolkata,Process Associate,Fresher,"Customer Support, Voice Process",3.3,Full-time,Naukri,2025-10-17,https://www.example.com/apply/ibm/Process-Associate
TCS,Jaipur,DevOps Engineer,Fresher,"AI/ML, Deep Learning",16.3,Full-time,Glassdoor,2025-09-29,https://www.example.com/apply/tcs/DevOps-Engineer
Infosys,Gurugram,Support Executive,Fresher,Automation Testing,12.8,Internship,Glassdoor,2025-10-01,https://www.example.com/apply/infosys/Support-Executive
Cognizant,Bengaluru,Software Engineer,0-2 yrs,"Java, Spring Boot",8.3,Contract,Naukri,2025-10-08,https://www.example.com/apply/cognizant/Software-Engineer
Cognizant,Hyderabad,Test Engineer,0-2 yrs,"ETL, Data Warehousing",18.9,Internship,Indeed,2025-10-04,https://www.example.com/apply/cognizant/Test-Engineer
TCS,Gurugram,Business Analyst,5-10 yrs,"AWS, Azure, DevOps",10.7,Contract,Naukri,2025-09-27,https://www.example.com/apply/tcs/Business-Analyst
Infosys,Noida,Technical Support,0-2 yrs,"Excel, Tableau, SQL",6.6,Contract,Indeed,2025-09-02,https://www.example.com/apply/infosys/Technical-Support
Cognizant,Chennai,Test Engineer,5-10 yrs,"AI/ML, Deep Learning",10.7,Contract,Indeed,2025-10-07,https://www.example.com/apply/cognizant/Test-Engineer
Tech Mahindra,Bengaluru,Test Engineer,Fresher,"Customer Support, Voice Process",9.0,Full-time,Glassdoor,2025-09-30,https://www.example.com/apply/tech mahindra/Test-Engineer
Wipro,Hyderabad,Data Analyst,Fresher,"JavaScript, React, Node.js",9.4,Contract,LinkedIn,2025-09-03,https://www.example.com/apply/wipro/Data-Analyst
LTIMindtree,Bengaluru,Support Executive,2-5 yrs,"JavaScript, React, Node.js",12.5,Internship,Glassdoor,2025-09-02,https://www.example.com/apply/ltimindtree/Support-Executive
Accenture,Ahmedabad,Technical Support,Fresher,"Java, Spring Boot",6.2,Internship,Indeed,2025-10-04,https://www.example.com/apply/accenture/Technical-Support
IBM,Pune,Data Analyst,Fresher,"AI/ML, Deep Learning",9.2,Full-time,Glassdoor,2025-10-05,https://www.example.com/apply/ibm/Data-Analyst
LTIMindtree,Mumbai,Support Executive,0-2 yrs,"ETL, Data Warehousing",3.1,Full-time,Indeed,2025-09-02,https://www.example.com/apply/ltimindtree/Support-Executive
TCS,Chennai,Test Engineer,Fresher,"Linux, Networking, Troubleshooting",19.0,Contract,Glassdoor,2025-09-01,https://www.example.com/apply/tcs/Test-Engineer
Cognizant,Gurugram,Technical Support,2-5 yrs,"AI/ML, Deep Learning",10.4,Internship,Naukri,2025-10-05,https://www.example.com/apply/cognizant/Technical-Support
Accenture,Gurugram,Business Analyst,2-5 yrs,"Java, Spring Boot",19.6,Contract,Glassdoor,2025-09-08,https://www.example.com/apply/accenture/Business-Analyst
Wipro,Kolkata,Process Associate,0-2 yrs,"Python, SQL, Power BI",15.7,Contract,LinkedIn,2025-10-18,https://www.example.com/apply/wipro/Process-Associate
Infosys,Hyderabad,System Analyst,2-5 yrs,"AI/ML, Deep Learning",7.9,Contract,Naukri,2025-09-14,https://www.example.com/apply/infosys/System-Analyst
LTIMindtree,Noida,Cloud Engineer,0-2 yrs,"AWS, Azure, DevOps",14.6,Internship,Naukri,2025-10-11,https://www.example.com/apply/ltimindtree/Cloud-Engineer
TCS,Noida,Data Analyst,Fresher,"Java, Spring Boot",13.8,Full-time,Indeed,2025-10-06,https://www.example.com/apply/tcs/Data-Analyst
Infosys,Kolkata,Cloud Engineer,Fresher,"Linux, Networking, Troubleshooting",7.5,Full-time,Indeed,2025-09-04,https://www.example.com/apply/infosys/Cloud-Engineer
Infosys,Ahmedabad,Data Analyst,Fresher,"Python, SQL, Power BI",14.3,Full-time,LinkedIn,2025-09-12,https://www.example.com/apply/infosys/Data-Analyst
TCS,Jaipur,DevOps Engineer,2-5 yrs,"Linux, Networking, Troubleshooting",12.9,Internship,Naukri,2025-09-27,https://www.example.com/apply/tcs/DevOps-Engineer
Wipro,Bengaluru,System Analyst,5-10 yrs,"Linux, Networking, Troubleshooting",8.6,Contract,Indeed,2025-09-28,https://www.example.com/apply/wipro/System-Analyst
Infosys,Bengaluru,Data Analyst,5-10 yrs,"JavaScript, React, Node.js",9.2,Internship,Glassdoor,2025-09-16,https://www.example.com/apply/infosys/Data-Analyst
Infosys,Bengaluru,Business Analyst,0-2 yrs,"Excel, Tableau, SQL",5.4,Full-time,Indeed,2025-10-09,https://www.example.com/apply/infosys/Business-Analyst
Wipro,Mumbai,Support Executive,Fresher,"Excel, Tableau, SQL",12.8,Contract,Indeed,2025-09-29,https://www.example.com/apply/wipro/Support-Executive
LTIMindtree,Kolkata,DevOps Engineer,0-2 yrs,"JavaScript, React, Node.js",9.1,Full-time,Naukri,2025-10-03,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Infosys,Chennai,Software Engineer,Fresher,"Java, Spring Boot",4.9,Internship,Glassdoor,2025-09-05,https://www.example.com/apply/infosys/Software-Engineer
Infosys,Gurugram,System Analyst,0-2 yrs,"Python, SQL, Power BI",11.3,Full-time,Naukri,2025-09-13,https://www.example.com/apply/infosys/System-Analyst
Wipro,Noida,Technical Support,5-10 yrs,"AWS, Azure, DevOps",13.6,Full-time,Glassdoor,2025-09-02,https://www.example.com/apply/wipro/Technical-Support
TCS,Noida,Support Executive,0-2 yrs,Automation Testing,8.0,Internship,Glassdoor,2025-10-03,https://www.example.com/apply/tcs/Support-Executive
Cognizant,Bengaluru,Process Associate,Fresher,Automation Testing,15.5,Full-time,LinkedIn,2025-09-04,https://www.example.com/apply/cognizant/Process-Associate
IBM,Hyderabad,System Analyst,Fresher,"AI/ML, Deep Learning",18.9,Internship,LinkedIn,2025-09-27,https://www.example.com/apply/ibm/System-Analyst
Capgemini,Bengaluru,DevOps Engineer,0-2 yrs,"Customer Support, Voice Process",11.3,Contract,Indeed,2025-09-05,https://www.example.com/apply/capgemini/DevOps-Engineer
Wipro,Chennai,Process Associate,0-2 yrs,"Java, Spring Boot",5.4,Contract,LinkedIn,2025-10-19,https://www.example.com/apply/wipro/Process-Associate
Infosys,Chennai,Cloud Engineer,2-5 yrs,"AI/ML, Deep Learning",19.2,Full-time,Naukri,2025-09-20,https://www.example.com/apply/infosys/Cloud-Engineer
Tech Mahindra,Kolkata,Technical Support,Fresher,"AI/ML, Deep Learning",18.5,Contract,LinkedIn,2025-10-05,https://www.example.com/apply/tech mahindra/Technical-Support
Cognizant,Jaipur,System Analyst,Fresher,"Python, SQL, Power BI",15.3,Contract,LinkedIn,2025-09-15,https://www.example.com/apply/cognizant/System-Analyst
LTIMindtree,Bengaluru,Cloud Engineer,0-2 yrs,"Excel, Tableau, SQL",13.8,Internship,Naukri,2025-10-17,https://www.example.com/apply/ltimindtree/Cloud-Engineer
TCS,Hyderabad,Support Executive,2-5 yrs,"Linux, Networking, Troubleshooting",6.1,Contract,Naukri,2025-10-19,https://www.example.com/apply/tcs/Support-Executive
Capgemini,Jaipur,System Analyst,0-2 yrs,"Excel, Tableau, SQL",3.0,Contract,Indeed,2025-09-14,https://www.example.com/apply/capgemini/System-Analyst
TCS,Chennai,Data Analyst,0-2 yrs,"Excel, Tableau, SQL",10.5,Contract,LinkedIn,2025-09-05,https://www.example.com/apply/tcs/Data-Analyst
Capgemini,Kolkata,Support Executive,2-5 yrs,"ETL, Data Warehousing",14.3,Contract,Indeed,2025-10-17,https://www.example.com/apply/capgemini/Support-Executive
LTIMindtree,Gurugram,Data Analyst,5-10 yrs,"AI/ML, Deep Learning",12.5,Internship,Glassdoor,2025-09-02,https://www.example.com/apply/ltimindtree/Data-Analyst
Capgemini,Mumbai,System Analyst,2-5 yrs,"Java, Spring Boot",19.3,Internship,Glassdoor,2025-10-15,https://www.example.com/apply/capgemini/System-Analyst
Infosys,Mumbai,Process Associate,5-10 yrs,"JavaScript, React, Node.js",8.8,Internship,Glassdoor,2025-09-01,https://www.example.com/apply/infosys/Process-Associate
TCS,Kolkata,Process Associate,2-5 yrs,"JavaScript, React, Node.js",10.9,Full-time,Indeed,2025-09-09,https://www.example.com/apply/tcs/Process-Associate
Wipro,Kolkata,Data Analyst,Fresher,"Java, Spring Boot",4.3,Full-time,Indeed,2025-10-03,https://www.example.com/apply/wipro/Data-Analyst
Wipro,Gurugram,Software Engineer,Fresher,"JavaScript, React, Node.js",14.4,Internship,LinkedIn,2025-09-08,https://www.example.com/apply/wipro/Software-Engineer
LTIMindtree,Gurugram,Software Engineer,Fresher,"AWS, Azure, DevOps",15.7,Full-time,Indeed,2025-10-21,https://www.example.com/apply/ltimindtree/Software-Engineer
Infosys,Ahmedabad,Business Analyst,0-2 yrs,"Python, SQL, Power BI",14.4,Contract,LinkedIn,2025-10-05,https://www.example.com/apply/infosys/Business-Analyst
Infosys,Hyderabad,Data Analyst,0-2 yrs,"AWS, Azure, DevOps",12.2,Contract,Indeed,2025-10-15,https://www.example.com/apply/infosys/Data-Analyst
TCS,Mumbai,System Analyst,2-5 yrs,"Linux, Networking, Troubleshooting",3.4,Contract,Indeed,2025-10-06,https://www.example.com/apply/tcs/System-Analyst
Tech Mahindra,Gurugram,Data Analyst,Fresher,"Linux, Networking, Troubleshooting",4.2,Contract,Glassdoor,2025-10-21,https://www.example.com/apply/tech mahindra/Data-Analyst
Wipro,Bengaluru,Cloud Engineer,5-10 yrs,Automation Testing,12.1,Full-time,LinkedIn,2025-09-01,https://www.example.com/apply/wipro/Cloud-Engineer
TCS,Kolkata,Support Executive,0-2 yrs,"JavaScript, React, Node.js",2.6,Contract,Naukri,2025-09-01,https://www.example.com/apply/tcs/Support-Executive
Accenture,Mumbai,Support Executive,2-5 yrs,"AI/ML, Deep Learning",3.2,Internship,LinkedIn,2025-09-26,https://www.example.com/apply/accenture/Support-Executive
IBM,Hyderabad,Test Engineer,0-2 yrs,"Linux, Networking, Troubleshooting",6.3,Full-time,Indeed,2025-09-02,https://www.example.com/apply/ibm/Test-Engineer
Infosys,Kolkata,Test Engineer,2-5 yrs,Automation Testing,9.9,Contract,Naukri,2025-09-08,https://www.example.com/apply/infosys/Test-Engineer
Infosys,Hyderabad,Business Analyst,5-10 yrs,"AWS, Azure, DevOps",11.3,Contract,Indeed,2025-10-01,https://www.example.com/apply/infosys/Business-Analyst
Wipro,Gurugram,Software Engineer,2-5 yrs,"AWS, Azure, DevOps",5.3,Internship,LinkedIn,2025-09-26,https://www.example.com/apply/wipro/Software-Engineer
Wipro,Kolkata,System Analyst,Fresher,"JavaScript, React, Node.js",14.4,Full-time,Indeed,2025-09-09,https://www.example.com/apply/wipro/System-Analyst
Accenture,Mumbai,Software Engineer,0-2 yrs,"JavaScript, React, Node.js",5.2,Full-time,Indeed,2025-09-27,https://www.example.com/apply/accenture/Software-Engineer
Infosys,Noida,Data Analyst,0-2 yrs,"ETL, Data Warehousing",6.3,Full-time,Naukri,2025-09-22,https://www.example.com/apply/infosys/Data-Analyst
Infosys,Noida,Technical Support,Fresher,"Customer Support, Voice Process",5.8,Internship,Glassdoor,2025-09-13,https://www.example.com/apply/infosys/Technical-Support
Infosys,Bengaluru,Test Engineer,Fresher,"Python, SQL, Power BI",10.7,Full-time,Naukri,2025-09-04,https://www.example.com/apply/infosys/Test-Engineer
Accenture,Ahmedabad,Support Executive,0-2 yrs,"Excel, Tableau, SQL",12.4,Internship,Naukri,2025-09-30,https://www.example.com/apply/accenture/Support-Executive
Wipro,Mumbai,Test Engineer,5-10 yrs,"ETL, Data Warehousing",8.9,Contract,Glassdoor,2025-10-07,https://www.example.com/apply/wipro/Test-Engineer
Infosys,Kolkata,Cloud Engineer,5-10 yrs,"JavaScript, React, Node.js",11.1,Contract,Naukri,2025-10-18,https://www.example.com/apply/infosys/Cloud-Engineer
Cognizant,Hyderabad,DevOps Engineer,5-10 yrs,"Excel, Tableau, SQL",14.3,Full-time,Indeed,2025-10-20,https://www.example.com/apply/cognizant/DevOps-Engineer
TCS,Bengaluru,Support Executive,2-5 yrs,"Python, SQL, Power BI",3.7,Contract,LinkedIn,2025-10-02,https://www.example.com/apply/tcs/Support-Executive
TCS,Gurugram,Support Executive,Fresher,Automation Testing,16.6,Internship,Glassdoor,2025-10-12,https://www.example.com/apply/tcs/Support-Executive
Infosys,Gurugram,Data Analyst,5-10 yrs,"Linux, Networking, Troubleshooting",14.0,Internship,Indeed,2025-10-15,https://www.example.com/apply/infosys/Data-Analyst
LTIMindtree,Bengaluru,Business Analyst,0-2 yrs,"Customer Support, Voice Process",14.1,Full-time,LinkedIn,2025-09-17,https://www.example.com/apply/ltimindtree/Business-Analyst
Tech Mahindra,Chennai,DevOps Engineer,Fresher,Automation Testing,4.8,Full-time,Glassdoor,2025-09-27,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Wipro,Kolkata,Cloud Engineer,2-5 yrs,"Linux, Networking, Troubleshooting",8.5,Internship,Indeed,2025-09-26,https://www.example.com/apply/wipro/Cloud-Engineer
Infosys,Ahmedabad,Cloud Engineer,Fresher,"Java, Spring Boot",14.0,Internship,Indeed,2025-09-21,https://www.example.com/apply/infosys/Cloud-Engineer
TCS,Gurugram,DevOps Engineer,Fresher,Automation Testing,18.4,Full-time,Indeed,2025-09-15,https://www.example.com/apply/tcs/DevOps-Engineer
Wipro,Noida,Technical Support,5-10 yrs,"Excel, Tableau, SQL",6.3,Contract,Naukri,2025-10-19,https://www.example.com/apply/wipro/Technical-Support
Infosys,Chennai,DevOps Engineer,Fresher,"AI/ML, Deep Learning",15.2,Internship,Indeed,2025-09-08,https://www.example.com/apply/infosys/DevOps-Engineer
Accenture,Jaipur,System Analyst,5-10 yrs,"Excel, Tableau, SQL",13.5,Contract,Indeed,2025-09-06,https://www.example.com/apply/accenture/System-Analyst
Wipro,Mumbai,System Analyst,5-10 yrs,"Excel, Tableau, SQL",4.7,Full-time,Glassdoor,2025-09-19,https://www.example.com/apply/wipro/System-Analyst
TCS,Hyderabad,Technical Support,Fresher,"Java, Spring Boot",17.7,Internship,Indeed,2025-10-18,https://www.example.com/apply/tcs/Technical-Support
TCS,Ahmedabad,Test Engineer,0-2 yrs,"Customer Support, Voice Process",19.1,Contract,Indeed,2025-09-24,https://www.example.com/apply/tcs/Test-Engineer
Infosys,Jaipur,Test Engineer,Fresher,"AWS, Azure, DevOps",5.1,Contract,Naukri,2025-09-02,https://www.example.com/apply/infosys/Test-Engineer
HCL,Hyderabad,Process Associate,2-5 yrs,"Excel, Tableau, SQL",4.1,Full-time,Indeed,2025-09-02,https://www.example.com/apply/hcl/Process-Associate
HCL,Ahmedabad,Data Analyst,5-10 yrs,"Linux, Networking, Troubleshooting",12.0,Internship,LinkedIn,2025-10-13,https://www.example.com/apply/hcl/Data-Analyst
HCL,Noida,Test Engineer,0-2 yrs,"AWS, Azure, DevOps",8.5,Contract,Indeed,2025-09-30,https://www.example.com/apply/hcl/Test-Engineer
Cognizant,Jaipur,Cloud Engineer,0-2 yrs,"AWS, Azure, DevOps",7.0,Internship,Naukri,2025-10-12,https://www.example.com/apply/cognizant/Cloud-Engineer
TCS,Noida,Test Engineer,Fresher,"ETL, Data Warehousing",6.6,Internship,Naukri,2025-09-22,https://www.example.com/apply/tcs/Test-Engineer
Tech Mahindra,Mumbai,Test Engineer,Fresher,"AI/ML, Deep Learning",18.2,Full-time,Indeed,2025-09-05,https://www.example.com/apply/tech mahindra/Test-Engineer
Infosys,Pune,Software Engineer,Fresher,"JavaScript, React, Node.js",5.2,Full-time,LinkedIn,2025-09-01,https://www.example.com/apply/infosys/Software-Engineer
Tech Mahindra,Mumbai,Software Engineer,Fresher,"Excel, Tableau, SQL",15.2,Contract,Indeed,2025-10-19,https://www.example.com/apply/tech mahindra/Software-Engineer
Accenture,Bengaluru,Test Engineer,5-10 yrs,"AWS, Azure, DevOps",5.5,Contract,LinkedIn,2025-09-03,https://www.example.com/apply/accenture/Test-Engineer
Wipro,Kolkata,Business Analyst,0-2 yrs,"Linux, Networking, Troubleshooting",8.2,Full-time,Indeed,2025-09-13,https://www.example.com/apply/wipro/Business-Analyst
Wipro,Mumbai,System Analyst,0-2 yrs,"Python, SQL, Power BI",9.4,Internship,Naukri,2025-10-04,https://www.example.com/apply/wipro/System-Analyst
TCS,Hyderabad,Software Engineer,Fresher,"Excel, Tableau, SQL",8.5,Full-time,Naukri,2025-09-08,https://www.example.com/apply/tcs/Software-Engineer
HCL,Kolkata,Cloud Engineer,5-10 yrs,"Linux, Networking, Troubleshooting",11.8,Contract,Glassdoor,2025-09-25,https://www.example.com/apply/hcl/Cloud-Engineer
Tech Mahindra,Chennai,Data Analyst,0-2 yrs,"AWS, Azure, DevOps",16.4,Full-time,LinkedIn,2025-09-23,https://www.example.com/apply/tech mahindra/Data-Analyst
TCS,Pune,Support Executive,2-5 yrs,"Java, Spring Boot",11.4,Full-time,Indeed,2025-10-11,https://www.example.com/apply/tcs/Support-Executive
Tech Mahindra,Chennai,Software Engineer,0-2 yrs,"Linux, Networking, Troubleshooting",10.7,Internship,Glassdoor,2025-09-25,https://www.example.com/apply/tech mahindra/Software-Engineer
HCL,Jaipur,DevOps Engineer,0-2 yrs,"Python, SQL, Power BI",12.4,Internship,LinkedIn,2025-10-15,https://www.example.com/apply/hcl/DevOps-Engineer
Accenture,Bengaluru,Software Engineer,2-5 yrs,Automation Testing,13.3,Internship,LinkedIn,2025-09-02,https://www.example.com/apply/accenture/Software-Engineer
Cognizant,Ahmedabad,Business Analyst,5-10 yrs,"JavaScript, React, Node.js",18.9,Full-time,Indeed,2025-10-18,https://www.example.com/apply/cognizant/Business-Analyst
TCS,Jaipur,Data Analyst,5-10 yrs,"AI/ML, Deep Learning",15.2,Full-time,Indeed,2025-09-16,https://www.example.com/apply/tcs/Data-Analyst
TCS,Hyderabad,Software Engineer,Fresher,"AWS, Azure, DevOps",18.0,Internship,Naukri,2025-10-02,https://www.example.com/apply/tcs/Software-Engineer
HCL,Pune,Software Engineer,0-2 yrs,"Java, Spring Boot",12.9,Contract,LinkedIn,2025-10-15,https://www.example.com/apply/hcl/Software-Engineer
Wipro,Chennai,Cloud Engineer,Fresher,"Python, SQL, Power BI",11.2,Contract,Naukri,2025-09-15,https://www.example.com/apply/wipro/Cloud-Engineer
TCS,Jaipur,Business Analyst,0-2 yrs,"Customer Support, Voice Process",3.5,Contract,LinkedIn,2025-09-27,https://www.example.com/apply/tcs/Business-Analyst
IBM,Ahmedabad,Support Executive,0-2 yrs,"AI/ML, Deep Learning",5.5,Internship,Naukri,2025-10-19,https://www.example.com/apply/ibm/Support-Executive
TCS,Ahmedabad,Support Executive,Fresher,"AI/ML, Deep Learning",13.9,Full-time,Naukri,2025-09-27,https://www.example.com/apply/tcs/Support-Executive
Wipro,Bengaluru,DevOps Engineer,0-2 yrs,"Python, SQL, Power BI",10.3,Internship,LinkedIn,2025-09-09,https://www.example.com/apply/wipro/DevOps-Engineer
Accenture,Noida,Test Engineer,5-10 yrs,"Customer Support, Voice Process",19.2,Internship,Glassdoor,2025-10-02,https://www.example.com/apply/accenture/Test-Engineer
Infosys,Noida,DevOps Engineer,0-2 yrs,"JavaScript, React, Node.js",14.1,Contract,LinkedIn,2025-10-18,https://www.example.com/apply/infosys/DevOps-Engineer
TCS,Gurugram,System Analyst,Fresher,"JavaScript, React, Node.js",16.5,Internship,Glassdoor,2025-09-28,https://www.example.com/apply/tcs/System-Analyst
Wipro,Bengaluru,Business Analyst,5-10 yrs,"Excel, Tableau, SQL",8.5,Contract,LinkedIn,2025-10-04,https://www.example.com/apply/wipro/Business-Analyst
Tech Mahindra,Chennai,Test Engineer,2-5 yrs,"Java, Spring Boot",14.5,Full-time,Naukri,2025-10-20,https://www.example.com/apply/tech mahindra/Test-Engineer
Infosys,Kolkata,Technical Support,5-10 yrs,"Customer Support, Voice Process",14.1,Contract,Naukri,2025-09-29,https://www.example.com/apply/infosys/Technical-Support
Infosys,Noida,Test Engineer,0-2 yrs,Automation Testing,10.6,Internship,Indeed,2025-09-20,https://www.example.com/apply/infosys/Test-Engineer
Wipro,Pune,Technical Support,Fresher,Automation Testing,8.9,Full-time,Glassdoor,2025-10-07,https://www.example.com/apply/wipro/Technical-Support
LTIMindtree,Bengaluru,Cloud Engineer,2-5 yrs,"Customer Support, Voice Process",16.8,Full-time,Indeed,2025-10-21,https://www.example.com/apply/ltimindtree/Cloud-Engineer
Infosys,Pune,Cloud Engineer,Fresher,"AI/ML, Deep Learning",15.7,Internship,Naukri,2025-09-25,https://www.example.com/apply/infosys/Cloud-Engineer
TCS,Pune,DevOps Engineer,0-2 yrs,"Java, Spring Boot",12.5,Full-time,Indeed,2025-10-16,https://www.example.com/apply/tcs/DevOps-Engineer
Tech Mahindra,Noida,Technical Support,0-2 yrs,"Java, Spring Boot",6.3,Internship,Glassdoor,2025-10-04,https://www.example.com/apply/tech mahindra/Technical-Support
Infosys,Gurugram,Support Executive,0-2 yrs,"Customer Support, Voice Process",14.0,Contract,Glassdoor,2025-09-08,https://www.example.com/apply/infosys/Support-Executive
Wipro,Hyderabad,Data Analyst,Fresher,"AWS, Azure, DevOps",2.7,Full-time,Indeed,2025-09-14,https://www.example.com/apply/wipro/Data-Analyst
Wipro,Jaipur,Technical Support,0-2 yrs,"Excel, Tableau, SQL",4.1,Internship,Naukri,2025-10-13,https://www.example.com/apply/wipro/Technical-Support
